core_material,core_class,core_material_id,shell_material,shell_class,shell_material_id,core_Eg_eV,core_chi_eV,core_chi_is_estimated,shell_Eg_eV,shell_chi_eV,shell_chi_is_estimated,eps_shell,shell_dielectric_constant_source,band_alignment,dE_LUMO_eV,dE_HOMO_eV,core_radius_nm,shell_thick_nm,Nt_cm3,Vmax_V,hysteresis_window_V,on_off_ratio,retention_tau_s,endurance_cycles,Confinement_Asymmetry,formula_core,formula_shell,candidate_id,log10_on_off_ratio,band_align_Type_I_straddling_core_confines_shell,band_align_Type_I_straddling_shell_confines_core,band_align_Type_II_staggered,band_align_Type_III_broken_gap
CdPbF6,inorganic,mp-37216,Cd3PI3,inorganic,mp-1226891,2.3400000000000003,-0.0681121373549595,True,1.2987000000000002,0.3299317891223206,True,9.47846510186966,MP_DFPT_real,"Type I (straddling, core confines shell)",0.39804392647728,0.64325607352272,5.1656906436910095,0.9710539887812116,6473759706897395.0,1.6492304158538214,0.1337657160505309,7.472937463628996,1.7922941158669432,1198014.772963102,-0.2354865524300778,CdPbF6,Cd3PI3,CdPbF6__Cd3PI3,0.8734913479306659,1,0,0,0
CdPbF6,inorganic,mp-37216,Cd3PI3,inorganic,mp-1226891,2.3400000000000003,-0.0681121373549595,True,1.2987000000000002,0.3299317891223206,True,9.47846510186966,MP_DFPT_real,"Type I (straddling, core confines shell)",0.39804392647728,0.64325607352272,5.229974086228013,1.0200949226968885,5322088211262946.0,3.326962430296034,0.2359564827049184,6.571817489622472,2.557104589672781,1277608.1668614382,-0.2354865524300778,CdPbF6,Cd3PI3,CdPbF6__Cd3PI3,0.8176854938454227,1,0,0,0
CdPbF6,inorganic,mp-37216,Cd3PI3,inorganic,mp-1226891,2.3400000000000003,-0.0681121373549595,True,1.2987000000000002,0.3299317891223206,True,9.47846510186966,MP_DFPT_real,"Type I (straddling, core confines shell)",0.39804392647728,0.64325607352272,4.730021345009603,2.3297288989978315,1.795050623322606e+17,1.1122101676403449,0.2180057595393539,29.2420391379758,5013.5454225380445,347486.28798913414,-0.2354865524300778,CdPbF6,Cd3PI3,CdPbF6__Cd3PI3,1.4660076540413862,1,0,0,0
CdPbF6,inorganic,mp-37216,Cd3PI3,inorganic,mp-1226891,2.3400000000000003,-0.0681121373549595,True,1.2987000000000002,0.3299317891223206,True,9.47846510186966,MP_DFPT_real,"Type I (straddling, core confines shell)",0.39804392647728,0.64325607352272,4.547834944088816,2.031255764777065,6825905278656450.0,1.0351148023084094,0.0856648418954175,5.895511446445,865.0494841837667,1141528.5848748633,-0.2354865524300778,CdPbF6,Cd3PI3,CdPbF6__Cd3PI3,0.7705214869093073,1,0,0,0
Li2CdGeO4,inorganic,mp-7688,AsHPbO4,inorganic,mp-1228828,2.455,-1.116491823085326,True,3.118291041493801,-0.2754014580272779,True,14.673179563333337,MP_DFPT_real,Type II (staggered),0.8410903650580481,-1.504381406551849,3.975563496479372,1.4088587937655124,3797251374377147.0,3.883202071024635,0.2162848555428304,6.356681975275208,10437138839.459532,1597019.2277793894,,Li2CdGeO4,AsHPbO4,Li2CdGeO4__AsHPbO4,0.803230484226114,0,0,1,0
Li2CdGeO4,inorganic,mp-7688,AsHPbO4,inorganic,mp-1228828,2.455,-1.116491823085326,True,3.118291041493801,-0.2754014580272779,True,14.673179563333337,MP_DFPT_real,Type II (staggered),0.8410903650580481,-1.504381406551849,5.442495548915635,1.8740173917978,1169056793705231.2,2.583634485063426,0.0708921292791127,3.3427223662479184,10863066187.334757,2086108.0795572875,,Li2CdGeO4,AsHPbO4,Li2CdGeO4__AsHPbO4,0.5241003072495766,0,0,1,0
Li2CdGeO4,inorganic,mp-7688,AsHPbO4,inorganic,mp-1228828,2.455,-1.116491823085326,True,3.118291041493801,-0.2754014580272779,True,14.673179563333337,MP_DFPT_real,Type II (staggered),0.8410903650580481,-1.504381406551849,2.8993966079303184,1.716431558380441,8699163989398058.0,3.805063380031824,0.3047282170893315,8.149121954138172,9682834503.237228,1244199.609036188,,Li2CdGeO4,AsHPbO4,Li2CdGeO4__AsHPbO4,0.9111108172043232,0,0,1,0
Li2CdGeO4,inorganic,mp-7688,AsHPbO4,inorganic,mp-1228828,2.455,-1.116491823085326,True,3.118291041493801,-0.2754014580272779,True,14.673179563333337,MP_DFPT_real,Type II (staggered),0.8410903650580481,-1.504381406551849,5.0360474031988,0.978361518067854,1.9274621294830093e+18,1.9152206628517623,0.5218594539813676,271.45271108564833,10003603530.188185,148492.49129620803,,Li2CdGeO4,AsHPbO4,Li2CdGeO4__AsHPbO4,2.433694183452216,0,0,1,0
K2Ga2As3,inorganic,mp-15432,K6CdO4,inorganic,mp-17161,1.0329000000000002,-1.5670221035466865,True,1.5819,-0.9999530806870216,True,10.870363343333333,MP_DFPT_real,Type II (staggered),0.5670690228596649,-1.1160690228596648,3.669403574399276,1.0652486048567291,2.566153894920824e+16,3.979038343718845,0.4929976132042699,19.09762950825978,281508127.7812949,863371.6685730537,,K2Ga2As3,K6CdO4,K2Ga2As3__K6CdO4,1.2809794638250938,0,0,1,0
K2Ga2As3,inorganic,mp-15432,K6CdO4,inorganic,mp-17161,1.0329000000000002,-1.5670221035466865,True,1.5819,-0.9999530806870216,True,10.870363343333333,MP_DFPT_real,Type II (staggered),0.5670690228596649,-1.1160690228596648,2.727213107429084,1.917070788438152,2.7923700601459043e+17,3.4660220697329054,0.7101440871304188,64.5085261748152,10337989427.90346,306632.1122755149,,K2Ga2As3,K6CdO4,K2Ga2As3__K6CdO4,1.8096171196888586,0,0,1,0
K2Ga2As3,inorganic,mp-15432,K6CdO4,inorganic,mp-17161,1.0329000000000002,-1.5670221035466865,True,1.5819,-0.9999530806870216,True,10.870363343333333,MP_DFPT_real,Type II (staggered),0.5670690228596649,-1.1160690228596648,5.657448323924302,1.5694255623127071,8.255956457023725e+17,1.7428900032803365,0.4961263655067332,132.53416236436598,5523039404.930251,229932.51644245087,,K2Ga2As3,K6CdO4,K2Ga2As3__K6CdO4,2.1223278376238985,0,0,1,0
K2Ga2As3,inorganic,mp-15432,K6CdO4,inorganic,mp-17161,1.0329000000000002,-1.5670221035466865,True,1.5819,-0.9999530806870216,True,10.870363343333333,MP_DFPT_real,Type II (staggered),0.5670690228596649,-1.1160690228596648,5.538292959558611,1.926501480492213,2.974329119453639e+17,1.6442743923529215,0.3633024272953246,74.12308686061058,9542387139.423338,330726.3156685324,,K2Ga2As3,K6CdO4,K2Ga2As3__K6CdO4,1.8699534972444634,0,0,1,0
Zn3Cd3(TeO6)2,inorganic,mp-1207534,TPD,organic,,0.9112,0.3587224186410278,True,3.1000000000000005,2.3,False,3.0,literature,Type III (broken gap),1.941277581358972,-4.1300775813589725,5.401802175597478,0.9305085864393844,6.341004737501045e+16,1.15717841622823,0.4155682447869361,32.76175113038134,10246633896.91955,594397.6996887942,,Zn3Cd3(TeO6)2,TPD,Zn3Cd3(TeO6)2__TPD,1.515367106944811,0,0,0,1
Zn3Cd3(TeO6)2,inorganic,mp-1207534,TPD,organic,,0.9112,0.3587224186410278,True,3.1000000000000005,2.3,False,3.0,literature,Type III (broken gap),1.941277581358972,-4.1300775813589725,4.104571972074808,2.515596216348208,5582312494407056.0,4.752477168857282,0.738492693463539,5.819788339295441,10598169742.685123,1493766.5714432353,,Zn3Cd3(TeO6)2,TPD,Zn3Cd3(TeO6)2__TPD,0.7649071900197189,0,0,0,1
Zn3Cd3(TeO6)2,inorganic,mp-1207534,TPD,organic,,0.9112,0.3587224186410278,True,3.1000000000000005,2.3,False,3.0,literature,Type III (broken gap),1.941277581358972,-4.1300775813589725,1.7830573456111056,1.9941038631023804,7.573225365249763e+18,2.9618773218675334,1.9235774940027592,560.2051825550193,10290197982.4293,92017.81983024724,,Zn3Cd3(TeO6)2,TPD,Zn3Cd3(TeO6)2__TPD,2.7483471222394877,0,0,0,1
Zn3Cd3(TeO6)2,inorganic,mp-1207534,TPD,organic,,0.9112,0.3587224186410278,True,3.1000000000000005,2.3,False,3.0,literature,Type III (broken gap),1.941277581358972,-4.1300775813589725,5.945882197154179,1.2761891100987706,3.654969216260691e+16,2.6609678955742173,0.7721544646670588,21.53762037122173,9716138928.37365,718559.5249878948,,Zn3Cd3(TeO6)2,TPD,Zn3Cd3(TeO6)2__TPD,1.333197717683539,0,0,0,1
Cd(IO3)2,inorganic,mp-27640,Sn2Sb2Pb4O13,inorganic,mp-1219056,3.2739000000000003,-0.0937266426626042,True,1.5613,-0.304292908112914,True,82.87904700027187,penn_model_estimated,Type II (staggered),-0.2105662654503097,1.92316626545031,4.512880777078511,2.9975104415658875,2.4763377727701204e+16,3.100284340859242,0.518679630539151,12.647767293901982,9922434855.2338,922898.0456600188,,Cd(IO3)2,Sn2Sb2Pb4O13,Cd(IO3)2__Sn2Sb2Pb4O13,1.102013866419409,0,0,1,0
Cd(IO3)2,inorganic,mp-27640,Sn2Sb2Pb4O13,inorganic,mp-1219056,3.2739000000000003,-0.0937266426626042,True,1.5613,-0.304292908112914,True,82.87904700027187,penn_model_estimated,Type II (staggered),-0.2105662654503097,1.92316626545031,3.4711040372868327,0.9239292175476204,1.121039671905138e+16,1.6790302275796103,0.2164938924465715,12.34375385992652,9589054114.22848,1252508.0556352655,,Cd(IO3)2,Sn2Sb2Pb4O13,Cd(IO3)2__Sn2Sb2Pb4O13,1.0914472531116803,0,0,1,0
Cd(IO3)2,inorganic,mp-27640,Sn2Sb2Pb4O13,inorganic,mp-1219056,3.2739000000000003,-0.0937266426626042,True,1.5613,-0.304292908112914,True,82.87904700027187,penn_model_estimated,Type II (staggered),-0.2105662654503097,1.92316626545031,5.742003261639792,1.5914668076351028,1.8498056650272407e+18,3.819271051315124,1.4475197866827063,242.0040678328664,9830197487.196716,148879.59389989226,,Cd(IO3)2,Sn2Sb2Pb4O13,Cd(IO3)2__Sn2Sb2Pb4O13,2.383822666073487,0,0,1,0
Cd(IO3)2,inorganic,mp-27640,Sn2Sb2Pb4O13,inorganic,mp-1219056,3.2739000000000003,-0.0937266426626042,True,1.5613,-0.304292908112914,True,82.87904700027187,penn_model_estimated,Type II (staggered),-0.2105662654503097,1.92316626545031,4.962516884660002,0.8739102169322941,1685936211690188.2,2.79244787489186,0.127737246322965,4.944004290239296,9608299473.051691,2453162.1093109106,,Cd(IO3)2,Sn2Sb2Pb4O13,Cd(IO3)2__Sn2Sb2Pb4O13,0.6940788389469496,0,0,1,0
Ca3(GeAs2)2,inorganic,mp-18504,NaAsO3,inorganic,mp-17868,0.6160999999999999,-1.0367988058410482,True,2.8628,-1.0841283563800692,True,28.11723696907945,penn_model_estimated,"Type I (straddling, shell confines core)",-0.0473295505390209,-2.199370449460979,2.307516645746892,1.020520698302619,4.7347252144748e+17,4.169221533139393,1.1202239318219802,110.1221435621296,10255069357.80672,289310.81524670654,,Ca3(GeAs2)2,NaAsO3,Ca3(GeAs2)2__NaAsO3,2.041874656482135,0,1,0,0
Ca3(GeAs2)2,inorganic,mp-18504,NaAsO3,inorganic,mp-17868,0.6160999999999999,-1.0367988058410482,True,2.8628,-1.0841283563800692,True,28.11723696907945,penn_model_estimated,"Type I (straddling, shell confines core)",-0.0473295505390209,-2.199370449460979,3.159413974960572,2.7040002749632723,8.916394407411296e+16,1.309271132406675,0.2823802478239787,29.06550949193792,9078226291.270643,504508.8745942975,,Ca3(GeAs2)2,NaAsO3,Ca3(GeAs2)2__NaAsO3,1.4633779401462819,0,1,0,0
Ca3(GeAs2)2,inorganic,mp-18504,NaAsO3,inorganic,mp-17868,0.6160999999999999,-1.0367988058410482,True,2.8628,-1.0841283563800692,True,28.11723696907945,penn_model_estimated,"Type I (straddling, shell confines core)",-0.0473295505390209,-2.199370449460979,4.118988603115385,2.6074032774906204,1.4221347787961318e+17,2.2168916029271344,0.5117573078632097,34.92286400966447,10058490117.011944,385300.1411112956,,Ca3(GeAs2)2,NaAsO3,Ca3(GeAs2)2__NaAsO3,1.5431098528052754,0,1,0,0
Ca3(GeAs2)2,inorganic,mp-18504,NaAsO3,inorganic,mp-17868,0.6160999999999999,-1.0367988058410482,True,2.8628,-1.0841283563800692,True,28.11723696907945,penn_model_estimated,"Type I (straddling, shell confines core)",-0.0473295505390209,-2.199370449460979,2.218158054238053,1.1962645591118084,3.102669241479605e+18,2.4619995050030368,0.8487099477434028,355.06810823039456,9584357082.024462,129307.12109456996,,Ca3(GeAs2)2,NaAsO3,Ca3(GeAs2)2__NaAsO3,2.550311666270771,0,1,0,0
Sb2Se3,inorganic,mp-2160,Sn2SI2,inorganic,mp-23386,0.7599999999999998,0.464763792722743,True,1.6146000000000005,0.347299434347792,True,78.62366110072665,penn_model_estimated,"Type I (straddling, shell confines core)",-0.117464358374951,-0.7371356416250496,2.9955964484846462,0.491668421344857,5226670995260470.0,1.9608354625647992,0.1556674898080453,8.256247201023498,4.348321435444921,1434114.6685700542,,Sb2Se3,Sn2SI2,Sb2Se3__Sn2SI2,0.9167826877270802,0,1,0,0
Sb2Se3,inorganic,mp-2160,Sn2SI2,inorganic,mp-23386,0.7599999999999998,0.464763792722743,True,1.6146000000000005,0.347299434347792,True,78.62366110072665,penn_model_estimated,"Type I (straddling, shell confines core)",-0.117464358374951,-0.7371356416250496,5.291504026273481,2.661750134635516,4.920258103932487e+18,4.406529316549365,1.695583648533101,207.99645827191583,1263620.3230220603,94717.29733752664,,Sb2Se3,Sn2SI2,Sb2Se3__Sn2SI2,2.318055939933632,0,1,0,0
Sb2Se3,inorganic,mp-2160,Sn2SI2,inorganic,mp-23386,0.7599999999999998,0.464763792722743,True,1.6146000000000005,0.347299434347792,True,78.62366110072665,penn_model_estimated,"Type I (straddling, shell confines core)",-0.117464358374951,-0.7371356416250496,2.442126576681831,1.025582185172563,3.506927006954653e+18,4.369509361738004,1.4608008389784453,242.72544551042176,89.0350497447065,109959.93368921218,,Sb2Se3,Sn2SI2,Sb2Se3__Sn2SI2,2.3851153068861226,0,1,0,0
Sb2Se3,inorganic,mp-2160,Sn2SI2,inorganic,mp-23386,0.7599999999999998,0.464763792722743,True,1.6146000000000005,0.347299434347792,True,78.62366110072665,penn_model_estimated,"Type I (straddling, shell confines core)",-0.117464358374951,-0.7371356416250496,3.3935900661149043,2.7848065271413,8.365784072381595e+17,2.579455780615363,0.7491757937441779,71.08652060566524,2432839.226227512,179420.4494615511,,Sb2Se3,Sn2SI2,Sb2Se3__Sn2SI2,1.8517872578104575,0,1,0,0
Ge3N4,inorganic,mp-672289,Sn3F8,inorganic,mp-1443,2.0807,0.254475277780168,True,3.1638,0.6086156751927572,True,14.93294463,MP_DFPT_real,Type II (staggered),0.3541403974125892,-1.4372403974125891,5.650139343247945,0.824406145563038,2.11197349837012e+16,2.7117899582173486,0.323626911105524,17.964367294819926,9568599990.213364,946507.0199751698,,Ge3N4,Sn3F8,Ge3N4__Sn3F8,1.2544119259544058,0,0,1,0
Ge3N4,inorganic,mp-672289,Sn3F8,inorganic,mp-1443,2.0807,0.254475277780168,True,3.1638,0.6086156751927572,True,14.93294463,MP_DFPT_real,Type II (staggered),0.3541403974125892,-1.4372403974125891,4.398909027104919,0.4090357053766381,2.1974823024067576e+18,1.2415014654944618,0.334119228330276,318.4097287769661,10510611144.609568,140654.12215120575,,Ge3N4,Sn3F8,Ge3N4__Sn3F8,2.5029863288194103,0,0,1,0
Ge3N4,inorganic,mp-672289,Sn3F8,inorganic,mp-1443,2.0807,0.254475277780168,True,3.1638,0.6086156751927572,True,14.93294463,MP_DFPT_real,Type II (staggered),0.3541403974125892,-1.4372403974125891,5.912036742153136,2.9133810384699377,3.006187375414464e+16,4.968471199474811,0.6163315893021656,13.685900736633494,10571294611.395058,795001.3345529742,,Ge3N4,Sn3F8,Ge3N4__Sn3F8,1.1362733857488012,0,0,1,0
Ge3N4,inorganic,mp-672289,Sn3F8,inorganic,mp-1443,2.0807,0.254475277780168,True,3.1638,0.6086156751927572,True,14.93294463,MP_DFPT_real,Type II (staggered),0.3541403974125892,-1.4372403974125891,1.7722933887958543,1.2667458636574431,2191027364054300.8,1.0469254079080568,0.0372686421563747,4.988084707864374,9757505137.86914,2159863.9503636346,,Ge3N4,Sn3F8,Ge3N4__Sn3F8,0.6979338200762926,0,0,1,0
Ca5(SiN3)2,inorganic,mp-571333,KSnAsS5,inorganic,mp-554119,2.1606,-1.3332441382393083,True,1.7082,-1.050444307583926,True,71.73910076951287,penn_model_estimated,"Type I (straddling, core confines shell)",0.2827998306553823,0.1696001693446178,5.995199969570158,2.87759768912128,2001114211958655.5,4.880922507410947,0.1393289439749187,2.058452641708972,0.1022696230336305,1274808.0059361202,0.2502202946745456,Ca5(SiN3)2,KSnAsS5,Ca5(SiN3)2__KSnAsS5,0.31354087974688405,1,0,0,0
Ca5(SiN3)2,inorganic,mp-571333,KSnAsS5,inorganic,mp-554119,2.1606,-1.3332441382393083,True,1.7082,-1.050444307583926,True,71.73910076951287,penn_model_estimated,"Type I (straddling, core confines shell)",0.2827998306553823,0.1696001693446178,2.156300183020264,0.6075116424330397,2.365825804993408e+18,4.60264556896078,0.904514287232831,36.08099623603067,9.490119907309268e-07,84287.34676523908,0.2502202946745456,Ca5(SiN3)2,KSnAsS5,Ca5(SiN3)2__KSnAsS5,1.557278520384251,1,0,0,0
Ca5(SiN3)2,inorganic,mp-571333,KSnAsS5,inorganic,mp-554119,2.1606,-1.3332441382393083,True,1.7082,-1.050444307583926,True,71.73910076951287,penn_model_estimated,"Type I (straddling, core confines shell)",0.2827998306553823,0.1696001693446178,2.8567503431044607,2.443459974488814,7.610610170718048e+17,4.238662927849553,0.6558128462198927,15.23879859999168,0.0075773180057532,122755.13127337577,0.2502202946745456,Ca5(SiN3)2,KSnAsS5,Ca5(SiN3)2__KSnAsS5,1.1829507293420984,1,0,0,0
Ca5(SiN3)2,inorganic,mp-571333,KSnAsS5,inorganic,mp-554119,2.1606,-1.3332441382393083,True,1.7082,-1.050444307583926,True,71.73910076951287,penn_model_estimated,"Type I (straddling, core confines shell)",0.2827998306553823,0.1696001693446178,2.1665287551555457,1.2454759458804487,2838951674842384.5,3.256705926825944,0.0992962111612573,3.81531723784286,8.060048649311261e-06,1067443.625981961,0.2502202946745456,Ca5(SiN3)2,KSnAsS5,Ca5(SiN3)2__KSnAsS5,0.5815306547198822,1,0,0,0
KH3(SeO4)2,inorganic,mp-1200593,K2LiGaAs2,inorganic,mp-9703,3.4141000000000004,-0.9364918080096412,True,0.7546000000000002,-1.543404926014606,True,148.48279345674862,penn_model_estimated,Type II (staggered),-0.606913118004965,3.266413118004965,1.9987320836045503,1.6045396672251049,8321523668967456.0,3.224396181413953,0.3048530070321392,8.682650971373231,9626941758.528637,1351104.1459515693,,KH3(SeO4)2,K2LiGaAs2,KH3(SeO4)2__K2LiGaAs2,0.9386523434327619,0,0,1,0
KH3(SeO4)2,inorganic,mp-1200593,K2LiGaAs2,inorganic,mp-9703,3.4141000000000004,-0.9364918080096412,True,0.7546000000000002,-1.543404926014606,True,148.48279345674862,penn_model_estimated,Type II (staggered),-0.606913118004965,3.266413118004965,4.840933236256733,0.6517148563142157,4593741822847354.0,3.3392641042463027,0.303815047346374,8.404161245181665,9622390290.291489,1370690.6783384287,,KH3(SeO4)2,K2LiGaAs2,KH3(SeO4)2__K2LiGaAs2,0.9244943763399165,0,0,1,0
KH3(SeO4)2,inorganic,mp-1200593,K2LiGaAs2,inorganic,mp-9703,3.4141000000000004,-0.9364918080096412,True,0.7546000000000002,-1.543404926014606,True,148.48279345674862,penn_model_estimated,Type II (staggered),-0.606913118004965,3.266413118004965,3.207006608942136,2.780596013404315,7.028743363085348e+18,3.563994406623457,1.3771724808486956,452.991284189156,9799372530.340088,88025.09148099595,,KH3(SeO4)2,K2LiGaAs2,KH3(SeO4)2__K2LiGaAs2,2.6560898460195213,0,0,1,0
KH3(SeO4)2,inorganic,mp-1200593,K2LiGaAs2,inorganic,mp-9703,3.4141000000000004,-0.9364918080096412,True,0.7546000000000002,-1.543404926014606,True,148.48279345674862,penn_model_estimated,Type II (staggered),-0.606913118004965,3.266413118004965,5.206320022921393,0.9907874122399064,5.076829309506296e+18,4.399915677559098,2.0398529605025786,554.1137451468387,10012224360.959894,102638.02386226694,,KH3(SeO4)2,K2LiGaAs2,KH3(SeO4)2__K2LiGaAs2,2.743598923246687,0,0,1,0
AlInI4,inorganic,mp-571260,NaLi3(H2N)4,inorganic,mp-505381,3.0259,-1.9459783903906784,True,2.5676,-1.1789587253669245,True,5.9092776533333335,MP_DFPT_real,Type II (staggered),0.767019665023754,-0.308719665023754,2.406027974353347,2.9205463314047604,2.8108508213965766e+17,2.27560082459362,0.6264753089822676,40.570376045813326,18977578.79584537,305128.5298995801,,AlInI4,NaLi3(H2N)4,AlInI4__NaLi3(H2N)4,1.6082090331878063,0,0,1,0
AlInI4,inorganic,mp-571260,NaLi3(H2N)4,inorganic,mp-505381,3.0259,-1.9459783903906784,True,2.5676,-1.1789587253669245,True,5.9092776533333335,MP_DFPT_real,Type II (staggered),0.767019665023754,-0.308719665023754,2.121586297457992,0.7371045881117679,3.9032216235262464e+17,2.145611655661825,0.6431195894505448,84.5810956915016,52.07303140893867,272039.97255469364,,AlInI4,NaLi3(H2N)4,AlInI4__NaLi3(H2N)4,1.9272733068417496,0,0,1,0
AlInI4,inorganic,mp-571260,NaLi3(H2N)4,inorganic,mp-505381,3.0259,-1.9459783903906784,True,2.5676,-1.1789587253669245,True,5.9092776533333335,MP_DFPT_real,Type II (staggered),0.767019665023754,-0.308719665023754,3.2672917798612664,2.607854233876535,1.5196412042838108e+16,4.128831809455972,0.5758664725198358,7.404939115223683,2558619.652951383,889402.6187344213,,AlInI4,NaLi3(H2N)4,AlInI4__NaLi3(H2N)4,0.8695214920225086,0,0,1,0
AlInI4,inorganic,mp-571260,NaLi3(H2N)4,inorganic,mp-505381,3.0259,-1.9459783903906784,True,2.5676,-1.1789587253669245,True,5.9092776533333335,MP_DFPT_real,Type II (staggered),0.767019665023754,-0.308719665023754,1.8767866731577496,1.37999601443274,7.419523701362344e+17,3.027042989968359,0.9827705448551676,99.8438266612093,2326.940555205002,222636.03298320985,,AlInI4,NaLi3(H2N)4,AlInI4__NaLi3(H2N)4,1.9993212176308124,0,0,1,0
K2SbPO6,inorganic,mp-560240,Na2Ti6O13,inorganic,mp-5449,2.5161,-1.0356127976527283,True,2.9053000000000004,-1.7517233337215927,True,44.89476004333333,MP_DFPT_real,Type II (staggered),-0.7161105360688644,0.3269105360688638,1.812301540016847,2.427272694623634,2785797980636480.0,1.2447039106282471,0.0262826266157046,3.793525940970856,142280.84626094048,1579456.8830118498,,K2SbPO6,Na2Ti6O13,K2SbPO6__Na2Ti6O13,0.5790430582121272,0,0,1,0
K2SbPO6,inorganic,mp-560240,Na2Ti6O13,inorganic,mp-5449,2.5161,-1.0356127976527283,True,2.9053000000000004,-1.7517233337215927,True,44.89476004333333,MP_DFPT_real,Type II (staggered),-0.7161105360688644,0.3269105360688638,4.787105352858358,0.4422417571743018,2.6475231882880614e+18,2.553858267224878,0.3784751136548691,212.886454594404,1.49318107282671,115292.15361925846,,K2SbPO6,Na2Ti6O13,K2SbPO6__Na2Ti6O13,2.3281480293009262,0,0,1,0
K2SbPO6,inorganic,mp-560240,Na2Ti6O13,inorganic,mp-5449,2.5161,-1.0356127976527283,True,2.9053000000000004,-1.7517233337215927,True,44.89476004333333,MP_DFPT_real,Type II (staggered),-0.7161105360688644,0.3269105360688638,3.619739712017611,0.6455381301203691,4.923403536598471e+16,2.1836745938674778,0.1720580663164452,24.164363444310563,4.770688921175582,581436.3819461446,,K2SbPO6,Na2Ti6O13,K2SbPO6__Na2Ti6O13,1.3831753591163405,0,0,1,0
K2SbPO6,inorganic,mp-560240,Na2Ti6O13,inorganic,mp-5449,2.5161,-1.0356127976527283,True,2.9053000000000004,-1.7517233337215927,True,44.89476004333333,MP_DFPT_real,Type II (staggered),-0.7161105360688644,0.3269105360688638,1.9437403975838348,0.9048234244335792,1.2509706994275057e+18,3.148090236014057,0.382375594509898,132.9809738907179,20.54760814886708,163634.05723471788,,K2SbPO6,Na2Ti6O13,K2SbPO6__Na2Ti6O13,2.1237895091975347,0,0,1,0
K4CdAs2,inorganic,mp-29585,K3Al2As3,inorganic,mp-28347,0.6091000000000001,-0.9892703394005502,True,1.1862000000000004,-1.6400826858721629,True,12.75593833,MP_DFPT_real,Type II (staggered),-0.6508123464716127,0.0737123464716124,2.192632178195276,2.2194603746823374,1128864808703813.8,3.747062450051469,0.0851847914275319,2.832362236015165,3254.661380997367,2223716.937256628,,K4CdAs2,K3Al2As3,K4CdAs2__K3Al2As3,0.45214879528973606,0,0,1,0
K4CdAs2,inorganic,mp-29585,K3Al2As3,inorganic,mp-28347,0.6091000000000001,-0.9892703394005502,True,1.1862000000000004,-1.6400826858721629,True,12.75593833,MP_DFPT_real,Type II (staggered),-0.6508123464716127,0.0737123464716124,3.1550923469427863,2.0093436017112944,1806967099490208.0,1.498196874690275,0.050200264035148,3.7403662635166506,982.2464126389976,1808712.9917168885,,K4CdAs2,K3Al2As3,K4CdAs2__K3Al2As3,0.5729141311940421,0,0,1,0
K4CdAs2,inorganic,mp-29585,K3Al2As3,inorganic,mp-28347,0.6091000000000001,-0.9892703394005502,True,1.1862000000000004,-1.6400826858721629,True,12.75593833,MP_DFPT_real,Type II (staggered),-0.6508123464716127,0.0737123464716124,4.691587676547879,1.8696310634600548,1.976831471113723e+18,1.5707255562054967,0.3783230524039969,120.04132389629368,445.6325994164186,139873.98657182537,,K4CdAs2,K3Al2As3,K4CdAs2__K3Al2As3,2.0793307764702793,0,0,1,0
K4CdAs2,inorganic,mp-29585,K3Al2As3,inorganic,mp-28347,0.6091000000000001,-0.9892703394005502,True,1.1862000000000004,-1.6400826858721629,True,12.75593833,MP_DFPT_real,Type II (staggered),-0.6508123464716127,0.0737123464716124,4.88109730980472,2.948831487529691,2.9181295432767565e+17,4.986089059639614,0.9763408021448956,36.58160330760918,238555.57039840744,300890.6145480354,,K4CdAs2,K3Al2As3,K4CdAs2__K3Al2As3,1.5632627359241122,0,0,1,0
Sn(SO4)2,inorganic,mp-759223,Ca3AlAs3,inorganic,mp-17186,2.3798,0.1743173975946996,True,0.7300999999999997,-1.5200109331559473,True,19.46476943333333,MP_DFPT_real,Type III (broken gap),-1.694328330750647,3.344028330750647,2.7468883817766727,0.7004272278452156,4.810813207696335e+17,3.9277635564089226,0.7293792374332854,143.19593205922408,9757301898.542938,256909.1158324466,,Sn(SO4)2,Ca3AlAs3,Sn(SO4)2__Ca3AlAs3,2.155930680616211,0,0,0,1
Sn(SO4)2,inorganic,mp-759223,Ca3AlAs3,inorganic,mp-17186,2.3798,0.1743173975946996,True,0.7300999999999997,-1.5200109331559473,True,19.46476943333333,MP_DFPT_real,Type III (broken gap),-1.694328330750647,3.344028330750647,3.126381498436074,2.4035665955957097,1.0000238973890915e+17,1.1289509600864545,0.1497368514200574,36.32665331326712,10409723786.308949,490850.4137448007,,Sn(SO4)2,Ca3AlAs3,Sn(SO4)2__Ca3AlAs3,1.5602253892051314,0,0,0,1
Sn(SO4)2,inorganic,mp-759223,Ca3AlAs3,inorganic,mp-17186,2.3798,0.1743173975946996,True,0.7300999999999997,-1.5200109331559473,True,19.46476943333333,MP_DFPT_real,Type III (broken gap),-1.694328330750647,3.344028330750647,2.8602210631080736,0.583299492604404,8.20120320276923e+17,1.5331271624996698,0.3310322851627016,189.6053980360001,10983063735.687796,199183.38703595364,,Sn(SO4)2,Ca3AlAs3,Sn(SO4)2__Ca3AlAs3,2.2778506974739683,0,0,0,1
